,sentence_index,sentence_original,clause,term,opinion,category,polarity,polarity_score
237,220,nice pool to cool off in,nice pool to cool off in,pool,nice,Facility,Positive,0.9899
238,221,in the rear backstreets there s a neat local market street with some good eating spots recommend bun bo hue cuu long on vo duy ninh st,in the rear backstreets there s a neat local market street,market street,neat,Amenity,Positive,0.9078
239,221,in the rear backstreets there s a neat local market street with some good eating spots recommend bun bo hue cuu long on vo duy ninh st,with some good eating spots,eating spots,good,Amenity,Positive,0.9527
240,221,in the rear backstreets there s a neat local market street with some good eating spots recommend bun bo hue cuu long on vo duy ninh st,recommend bun bo hue cuu long on vo duy ninh st,bun bo hue cuu long,recommend,Loyalty,Positive,0.9953
241,222,highly recommend for long stay trip feels like home,highly recommend for long stay trip,long stay trip,highly recommend,Loyalty,Positive,0.9796
242,222,highly recommend for long stay trip feels like home,feels like home,long stay trip,feels like home,Experience,Positive,0.991
243,223,we enjoyed our 3 week stay at the apartment,we enjoyed our 3 week stay at the apartment,stay,enjoyed,Experience,Positive,0.9789
244,224,mr,mr<|im_end|>,,,Service,Neutral,0.8593
245,225,dinh was super friendly and helpful from the start,dinh was super friendly and helpful from the start,,"friendly, helpful",Service,Positive,0.9942
246,226,couldn t ask for more even though it wasn t on a high floor the city view was really nice,couldn t ask for more even though it wasn t on a high floor,high floor,couldn t ask for more,Service,Positive,0.9515
247,226,couldn t ask for more even though it wasn t on a high floor the city view was really nice,the city view was really nice,view,nice,Experience,Positive,0.9914
248,228,even the security guards from the management were helpful too,even the security guards from the management were helpful too,security guards,helpful,Amenity,Positive,0.9724
249,230,stunning nightview from the rooftop pool,stunning nightview from the rooftop pool,nightview,stunning,Experience,Positive,0.8446
250,231,very friendly and helpful host,very friendly and helpful host,host,"friendly, helpful",Service,Positive,0.9849
251,232,100 trustworthy and reliable,100 trustworthy and reliable,,"trustworthy, reliable",Service,Positive,0.9975
252,233,very good communication,very good communication,communication,very good,Service,Positive,0.9947
253,234,awesome location with stunning nightview and many shopping and dining facilities near by,awesome location,location,awesome,Amenity,Positive,0.9814
254,234,awesome location with stunning nightview and many shopping and dining facilities near by,stunning nightview,nightview,stunning,Experience,Positive,0.9706
255,234,awesome location with stunning nightview and many shopping and dining facilities near by,many shopping and dining facilities near by,"shopping,dining,facilities",near by,Amenity,Positive,0.9712
256,235,would definitely come back,would definitely come back,,definitely come back,Loyalty,Positive,0.9872
257,236,thanks for everything,thanks for everything,,thanks for everything,Service,Positive,0.9784
258,239,highly recommended place for your vacation,highly recommended place for your vacation,place,highly recommended,Loyalty,Positive,0.9957
259,240,number of restaurant are limited around the proper,number of restaurant are limited around the proper,restaurant,limited,Amenity,Negative,0.9315
260,242,very comfortable very quiet,very comfortable,,very comfortable,Experience,Positive,0.9973
261,242,very comfortable very quiet,very quiet,,very quiet,Experience,Positive,0.9844
262,244,friendly support and attention,friendly support and attention,,"friendly, support, attention",Service,Positive,0.9939
263,246,very nice stay,very nice stay,stay,very nice,Experience,Positive,0.9958
264,247,great apartment with all required bits like iron and cooking equipment,great apartment with all required bits like iron and cooking equipment,apartment,great,Branding,Positive,0.9955
265,249,dinh is a superamazing host who accomodated to all our requests,dinh is a superamazing host,host,superamazing,Service,Positive,0.99
266,249,dinh is a superamazing host who accomodated to all our requests,dinh accomodated to all our requests,host,accomodated,Service,Positive,0.9954
267,250,very good,very good,,very good,Experience,Positive,0.9977
268,251,super central,super central,,super central,Amenity,Neutral,0.7323
269,252,the host is great,the host is great,host,great,Service,Positive,0.9794
270,253,privacy is awesome,privacy is awesome,privacy,awesome,Amenity,Positive,0.9941
271,254,i had a great stay the whole renting process was smooth,i had a great stay,stay,great,Experience,Positive,0.9949
272,254,i had a great stay the whole renting process was smooth,the whole renting process was smooth,renting process,smooth,Service,Positive,0.9927
273,255,ac is strong,ac is strong,ac,strong,Facility,Positive,0.9461
274,256,theres all the things you need fridge microwave stove sink washing drying machine coffee table couch and bed,theres all the things you need,,theres all the things you need,Facility,Positive,0.9814
275,256,theres all the things you need fridge microwave stove sink washing drying machine coffee table couch and bed,fridge,fridge,,Facility,Neutral,0.8066
276,256,theres all the things you need fridge microwave stove sink washing drying machine coffee table couch and bed,microwave,microwave,,Facility,Neutral,0.9188
277,256,theres all the things you need fridge microwave stove sink washing drying machine coffee table couch and bed,stove,stove,,Facility,Neutral,0.9461
278,256,theres all the things you need fridge microwave stove sink washing drying machine coffee table couch and bed,sink,sink,,Facility,Neutral,0.9607
279,256,theres all the things you need fridge microwave stove sink washing drying machine coffee table couch and bed,washing drying machine,washing drying machine,,Facility,Neutral,0.5613
280,256,theres all the things you need fridge microwave stove sink washing drying machine coffee table couch and bed,coffee table,coffee table,,Facility,Neutral,0.965
281,256,theres all the things you need fridge microwave stove sink washing drying machine coffee table couch and bed,couch,couch,,Facility,Neutral,0.576
282,256,theres all the things you need fridge microwave stove sink washing drying machine coffee table couch and bed,and bed,bed,,Facility,Neutral,0.9472
283,257,shampoo and body wash provided,shampoo and body wash provided,"shampoo,body wash",provided,Facility,Neutral,0.9302
284,258,toothbrush combs are provided,toothbrush combs are provided,toothbrush combs,provided,Facility,Neutral,0.8232
285,259,good location close to everything,good location close to everything,location,good,Amenity,Positive,0.9962
286,260,owner is always there to help quickly,owner is always there to help quickly,owner,help quickly,Service,Positive,0.9498
287,261,good,good,,good,Experience,Positive,0.9797
288,262,your privacy is always put on top that i turn back again before come back us,your privacy is always put on top,privacy,on top,Amenity,Positive,0.9643
289,262,your privacy is always put on top that i turn back again before come back us,that i turn back again before come back us,,turn back again,Loyalty,Positive,0.9593
290,263,very nice apartment and the location is perfect,very nice apartment,apartment,very nice,Branding,Positive,0.9971
291,263,very nice apartment and the location is perfect,the location is perfect,location,perfect,Amenity,Positive,0.9887
292,265,all thing is good,all thing is good,,good,Experience,Positive,0.9913
293,266,nope,nope,,nope,Loyalty,Neutral,0.8618
294,267,was for business purposes i can t complain with regards of my stay all be enjoyable,was for business purposes,business purposes,,Experience,Neutral,0.9513
295,267,was for business purposes i can t complain with regards of my stay all be enjoyable,i can t complain with regards of my stay,stay,can t complain,Experience,Neutral,0.9852
296,267,was for business purposes i can t complain with regards of my stay all be enjoyable,all be enjoyable,stay,enjoyable,Experience,Positive,0.9852
297,269,the host is really welcoming and hard working person,the host is really welcoming,host,really welcoming,Service,Positive,0.9902
298,269,the host is really welcoming and hard working person,the host is really hard working person,host,really hard working,Service,Positive,0.9589
299,270,none of them,none of them,,none of them,Loyalty,Negative,0.9377
300,271,great host,great host,host,great,Service,Positive,0.9848
301,272,diny is a great host and gives you a warm welcome when you arrive,diny is a great host,host,great,Service,Positive,0.9846
302,272,diny is a great host and gives you a warm welcome when you arrive,gives you a warm welcome when you arrive,host,warm welcome,Service,Positive,0.9791
303,273,gave us a lot of information about the building and what to do in the area,gave us a lot of information about the building,,gave us a lot of information,Service,Positive,0.9924
304,273,gave us a lot of information about the building and what to do in the area,what to do in the area,,,Experience,Neutral,0.9739
305,274,everytime he saw us he came to check if anything was allright and if you need something he responds immediately,everytime he saw us he came to check if anything was allright,,came to check,Service,Positive,0.9546
306,274,everytime he saw us he came to check if anything was allright and if you need something he responds immediately,if you need something he responds immediately,,responds immediately,Service,Positive,0.9419
307,275,we had a great stay and will definitely recommend this accomodation,we had a great stay,stay,great,Experience,Positive,0.9929
308,275,we had a great stay and will definitely recommend this accomodation,will definitely recommend this accomodation,accomodation,definitely recommend,Loyalty,Positive,0.9964
309,276,i m not doing anything,i m not doing anything,,not doing anything,Experience,Neutral,0.5844
310,278,great apartment excellent rooftop pool with a view but the best thing was our host diny,great apartment,apartment,great,Branding,Positive,0.977
311,278,great apartment excellent rooftop pool with a view but the best thing was our host diny,excellent rooftop pool with a view,pool,excellent,Facility,Positive,0.9812
312,278,great apartment excellent rooftop pool with a view but the best thing was our host diny,but the best thing was our host diny,,,Service,Positive,0.9889
313,279,communication was very clear before we arrived he met us in the lobby when we arrived gave us some great local recommendations and then let us leave our bags with him after we checked out before making sure we got to the railway station in one piece,communication was very clear before we arrived,communication,very clear,Service,Positive,0.9623
314,279,communication was very clear before we arrived he met us in the lobby when we arrived gave us some great local recommendations and then let us leave our bags with him after we checked out before making sure we got to the railway station in one piece,he met us in the lobby when we arrived,,,Service,Neutral,0.5816
315,279,communication was very clear before we arrived he met us in the lobby when we arrived gave us some great local recommendations and then let us leave our bags with him after we checked out before making sure we got to the railway station in one piece,gave us some great local recommendations,,great,Service,Positive,0.9865
316,279,communication was very clear before we arrived he met us in the lobby when we arrived gave us some great local recommendations and then let us leave our bags with him after we checked out before making sure we got to the railway station in one piece,then let us leave our bags with him after we checked out before making sure we got to the railway station in one piece,,,Amenity,Positive,0.8812
317,282,the host was super friendly and eager to help with anything,the host was super friendly,host,super friendly,Service,Positive,0.989
318,282,the host was super friendly and eager to help with anything,the host was eager to help with anything,host,eager to help,Service,Positive,0.9926
319,283,would recommend this first class residence and booking with diny,would recommend this first class residence and booking with diny,"residence,booking",recommend,Loyalty,Positive,0.9891
320,284,the pool was wonderful,the pool was wonderful,pool,wonderful,Facility,Positive,0.9895
321,285,diny was a great host who helped us in a lot of ways,diny was a great host,host,great,Service,Positive,0.9761
322,285,diny was a great host who helped us in a lot of ways,helped us in a lot of ways,host,helped us,Service,Positive,0.9916
323,289,the location didn t not have a lot of restaurants open but maybe it was because it was tet at the time,the location didn t not have a lot of restaurants open,location,not have a lot of restaurants open,Amenity,Negative,0.4249
324,289,the location didn t not have a lot of restaurants open but maybe it was because it was tet at the time,but maybe it was because it was tet at the time,location,,Experience,Neutral,0.4537
325,290,perfect combination of comfortable accessible and value for money,perfect combination of comfortable accessible and value for money,,"perfect, comfortable, accessible, value for money",Amenity,Positive,0.9965
326,291,the person who received us was s helpful and sweet,the person who received us was s helpful and sweet,,"s helpful, sweet",Service,Positive,0.9951
327,292,this made us comfortable about the whole trip ahead,this made us comfortable about the whole trip ahead,trip,comfortable,Experience,Positive,0.9821
328,293,go ahead book it for yourself,go ahead book it for yourself,,go ahead,Service,Neutral,0.8432
329,294,it s perfect,it s perfect,it,perfect,Branding,Positive,0.9964
330,295,great location with excellent view to the city,great location with excellent view to the city,"location,view","great, excellent",Amenity,Positive,0.992
331,296,within a few minutes with the car you are directly in the center of the city for sightseeing,within a few minutes with the car you are directly in the center of the city for sightseeing,,within a few minutes,Amenity,Positive,0.9026
332,297,diny was super friendly and helped us organising our trip to the next city,diny was super friendly,,super friendly,Service,Positive,0.9826
333,297,diny was super friendly and helped us organising our trip to the next city,helped us organising our trip to the next city,,helped,Service,Positive,0.4974
334,298,we recommend this accommodation,we recommend this accommodation,accommodation,recommend,Loyalty,Positive,0.9938
335,300,the apartment is very clean and comfortable,the apartment is very clean,apartment,very clean,Facility,Positive,0.9964
336,300,the apartment is very clean and comfortable,the apartment is comfortable,apartment,comfortable,Experience,Positive,0.9958
337,302,great rooftop pool,great rooftop pool,pool,great,Facility,Positive,0.9837
338,303,the pillows were very thick,the pillows were very thick,pillows,very thick,Facility,Negative,0.6084
339,305,polite and pleasant apartment owner,polite and pleasant apartment owner,apartment owner,"polite, pleasant",Service,Positive,0.9677
340,306,additionally he communicates via wa which is very convenient,additionally he communicates via wa which is very convenient,,very convenient,Service,Positive,0.9774
341,307,the room has everything you need iron clothes dryer hair dryer towels disposable razors are each in a separate package i was surprised the room is clean the air conditioning works fast wi fi,the room has everything you need,room,everything you need,Facility,Positive,0.9912
342,307,the room has everything you need iron clothes dryer hair dryer towels disposable razors are each in a separate package i was surprised the room is clean the air conditioning works fast wi fi,iron clothes dryer hair dryer towels disposable razors are each in a separate package,"iron, clothes dryer, hair dryer, towels, disposable razors",each in a separate package,Facility,Positive,0.9583
343,307,the room has everything you need iron clothes dryer hair dryer towels disposable razors are each in a separate package i was surprised the room is clean the air conditioning works fast wi fi,i was surprised the room is clean,room,clean,Facility,Positive,0.9616
344,307,the room has everything you need iron clothes dryer hair dryer towels disposable razors are each in a separate package i was surprised the room is clean the air conditioning works fast wi fi,the air conditioning works fast,air conditioning,fast,Facility,Positive,0.9961
345,307,the room has everything you need iron clothes dryer hair dryer towels disposable razors are each in a separate package i was surprised the room is clean the air conditioning works fast wi fi,wi fi,wi fi,,Service,Neutral,0.5673
346,308,thank you very much,thank you very much,,thank,Service,Positive,0.9932
347,309,the manor complex is old old furniture,the manor complex is old,manor complex,old,Amenity,Neutral,0.5184
348,309,the manor complex is old old furniture,old furniture,furniture,old,Facility,Negative,0.571
349,310,this doesn t bother me but it might be important to other visitors,this doesn t bother me,,doesn t bother,Experience,Positive,0.5843
350,310,this doesn t bother me but it might be important to other visitors,it might be important to other visitors,visitor,important,Service,Neutral,0.9733
351,314,dino is super nice always quick to react for any request and speaks english well,dino is super nice,,super nice,Service,Positive,0.9754
352,314,dino is super nice always quick to react for any request and speaks english well,dino is always quick to react for any request,,quick to react,Service,Positive,0.9885
353,314,dino is super nice always quick to react for any request and speaks english well,dino speaks english well,,speaks english well,Service,Positive,0.8666
354,316,spacious apartment beautiful rooftop pool,spacious apartment,apartment,spacious,Facility,Positive,0.9954
355,316,spacious apartment beautiful rooftop pool,beautiful rooftop pool,pool,beautiful,Facility,Positive,0.972
356,319,we loved the pool just like in the pictures,we loved the pool just like in the pictures,pool,loved,Facility,Positive,0.9859
357,320,there are only two lifts that take you to level 25 for access to the pool,there are only two lifts that take you to level 25 for access to the pool,lifts,,Amenity,Positive,0.5353
358,321,the apartment was bright and clean fantastic shower,the apartment was bright and clean,apartment,"bright, clean",Facility,Positive,0.9975
359,321,the apartment was bright and clean fantastic shower,fantastic shower,shower,fantastic,Facility,Positive,0.9895
360,322,great view at night with all the buildings lit up,great view at night with all the buildings lit up,view,great,Experience,Positive,0.975
361,323,the location quite far from all the sights,the location quite far from all the sights,location,quite far,Amenity,Negative,0.9538
362,324,mrt nearby and grab is cheap enough,mrt nearby and grab is cheap enough,,"nearby,cheap enough",Amenity,Positive,0.7719
363,325,you got what you paid for,you got what you paid for,,,Experience,Neutral,0.6861
364,326,the location,the location,location,,Amenity,Neutral,0.9479
365,327,too ripped off parking fee,too ripped off parking fee,parking fee,too ripped off,Amenity,Negative,0.9496
366,328,great little apartment pool lovely with a great view,great little apartment pool,apartment pool,"great, little",Facility,Positive,0.9903
367,328,great little apartment pool lovely with a great view,lovely with a great view,view,great,Experience,Positive,0.9939
368,330,also near the tram stop,also near the tram stop,,near,Amenity,Positive,0.8474
369,331,host is very hands on for any problems or queries,host is very hands on for any problems or queries,host,very hands on,Service,Positive,0.9557
370,332,that it s cash only,that it s cash only,,cash only,Amenity,Neutral,0.5189
371,333,very good,very good,,very good,Experience,Positive,0.9977
372,335,convenience is nice rental,convenience is nice,convenience,nice,Service,Positive,0.9588
373,335,convenience is nice rental,rental,rental,,Service,Neutral,0.982
374,336,good experience,good experience,experience,good,Experience,Positive,0.988
375,337,perfect for ho chi minh,perfect for ho chi minh,,perfect,Branding,Positive,0.8665
376,338,tastefully furnished functional furnished and clean apartment with an exceptional view,tastefully furnished,,tastefully furnished,Facility,Positive,0.9964
377,338,tastefully furnished functional furnished and clean apartment with an exceptional view,functional furnished,,functional furnished,Facility,Positive,0.9972
378,338,tastefully furnished functional furnished and clean apartment with an exceptional view,clean apartment,apartment,clean,Facility,Positive,0.984
379,338,tastefully furnished functional furnished and clean apartment with an exceptional view,with an exceptional view,view,exceptional,Experience,Positive,0.9832
380,339,very kind of you,very kind of you,,very kind,Service,Positive,0.997
381,340,very good,very good,,very good,Experience,Positive,0.9977
382,342,the best of saigon,the best of saigon,saigon,best,Branding,Positive,0.9846
383,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,host diny is the best we found in all of asia,host,best,Service,Positive,0.9828
384,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,helps you in everything you can,host,helps,Service,Positive,0.9752
385,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,gives many tips,host,gives many tips,Service,Positive,0.9952
386,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,where to go to do the transportation,transportation,,Amenity,Neutral,0.9346
387,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,plus left us one and a half later on the check out,,plus,Service,Positive,0.9685
388,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,the apartment is comfortable,apartment,comfortable,Experience,Positive,0.9958
389,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,clean,apartment,clean,Facility,Positive,0.9832
390,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,two large towels for each,towels,large,Facility,Positive,0.59
391,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,has everything you need for a nice stay in saigon,stay,nice,Experience,Positive,0.9625
392,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,the views of the city spectacular,view,spectacular,Experience,Positive,0.9964
393,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,the building has some mini market downstairs,building,has some mini market downstairs,Amenity,Positive,0.6667
394,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,the pool with great views,pool,great views,Facility,Positive,0.928
395,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,i recommend it,pool,recommend,Loyalty,Positive,0.9857
396,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,is a great place,pool,great,Branding,Positive,0.9853
397,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,thank you diny,,thank,Service,Positive,0.9274
398,343,host diny is the best we found in all of asia helps you in everything you can gives many tips where to go to do the transportation plus left us one and a half later on the check out the apartment is comfortable clean two large towels for each has everything you need for a nice stay in saigon the views of the city spectacular the building has some mini market downstairs the pool with great views i recommend it is a great place thank you diny don t change,don t change,,don t change,Loyalty,Positive,0.9684
399,344,nada,nada,,,Experience,Neutral,0.8895
400,348,,the staff was really helpful,staff,really helpful,Service,Positive,0.9925
401,348,,the room was clean and comfortable,room,"clean,comfortable",Facility,Positive,0.9977
402,348,,the hotel provided free breakfast,hotel,provided free breakfast,Service,Positive,0.9438
403,348,,the service was fast and efficient,service,"fast,efficient",Service,Positive,0.9979
404,348,,the location was central and convenient,location,"central,convenient",Amenity,Positive,0.9956
405,349,very good,very good,,very good,Experience,Positive,0.9977
406,352,very good,very good,,very good,Experience,Positive,0.9977
407,353,i liked everything clean everything is there good neighborhood comfortable residential complex near cafes shops,i liked everything clean,,liked everything clean,Facility,Positive,0.9939
408,353,i liked everything clean everything is there good neighborhood comfortable residential complex near cafes shops,everything is there good neighborhood,neighborhood,good,Experience,Positive,0.9937
409,353,i liked everything clean everything is there good neighborhood comfortable residential complex near cafes shops,comfortable residential complex,residential complex,comfortable,Amenity,Positive,0.9968
410,353,i liked everything clean everything is there good neighborhood comfortable residential complex near cafes shops,near cafes shops,"cafes,shops",near,Amenity,Neutral,0.977
411,354,the owner is a very nice and kind person,the owner is a very nice and kind person,owner,"very nice, kind",Service,Positive,0.987
412,355,everything was fine,everything was fine,,fine,Experience,Positive,0.7812
413,356,there was a bit of noise from the neighbors at night but it didn t spoil the overall impression of the accommodation,there was a bit of noise from the neighbors at night,,a bit of noise,Amenity,Negative,0.8464
414,356,there was a bit of noise from the neighbors at night but it didn t spoil the overall impression of the accommodation,it didn t spoil the overall impression of the accommodation,accommodation,didn t spoil the overall impression,Experience,Positive,0.7972
415,357,very good,very good,,very good,Experience,Positive,0.9977
416,359,we highly recommend it thank you diny,we highly recommend it,,highly recommend,Loyalty,Positive,0.9936
417,359,we highly recommend it thank you diny,thank you diny,,thank,Service,Positive,0.9274
418,360,very good,very good,,very good,Experience,Positive,0.9977
419,361,bardzo dobry kontakt z gospodarzem,bardzo dobry kontakt z gospodarzem,kontakt,dobry,Facility,Positive,0.9918
420,364,no i wisienka na torcie czyli basen na 25 pi trze z genialnym widokiem na miasto mo na si fajnie zrelaksowa,no i wisienka na torcie czyli basen na 25 pi trze z genialnym widokiem na miasto mo na si fajnie zrelaksowa,,genialnym widokiem,Facility,Positive,0.9061
421,365,nic please,nic please,,,Service,Negative,0.7482
422,367,very good,very good,,very good,Experience,Positive,0.9977
423,368,l g n ra parken d r du kunde hitta p massvis med att g ra,l g n ra parken d r du kunde hitta p massvis med att g ra,parken,g ra,Facility,Neutral,0.7809
424,370,everything is nickel nothing to say nice spacious room with a magnificent view on the 17th floor of the whole city,everything is nickel nothing to say,,nothing to say,Experience,Positive,0.9138
425,370,everything is nickel nothing to say nice spacious room with a magnificent view on the 17th floor of the whole city,nice spacious room,room,"nice, spacious",Facility,Positive,0.9978
426,370,everything is nickel nothing to say nice spacious room with a magnificent view on the 17th floor of the whole city,with a magnificent view on the 17th floor of the whole city,view,magnificent,Experience,Positive,0.9537
427,372,very good,very good,,very good,Experience,Positive,0.9977
428,373,it s the second time i ve been there,it s the second time i ve been there,,second time,Loyalty,Positive,0.9711
429,374,it s perfect again,it s perfect again,,perfect,Branding,Positive,0.9955
430,375,the staff is always in touch,the staff is always in touch,staff,in touch,Service,Positive,0.9858
431,377,,the staff was very friendly,staff,very friendly,Service,Positive,0.995
432,377,,the room was clean and spacious,room,"clean,spacious",Facility,Positive,0.9975
433,377,,the breakfast was delicious,breakfast,delicious,Experience,Positive,0.9858
434,377,,the hotel has excellent service,hotel,has excellent service,Branding,Positive,0.9901
435,377,,the location is convenient,location,convenient,Amenity,Positive,0.992
436,380,it s a very good pool there s always a shortage of people,it s a very good pool,pool,very good,Facility,Positive,0.994
437,380,it s a very good pool there s always a shortage of people,there s always a shortage of people,people,shortage,Amenity,Negative,0.7362
438,384,great apartment for its price in ho chi minh city good residential complex,great apartment for its price in ho chi minh city,apartment,great,Branding,Positive,0.9749
439,384,great apartment for its price in ho chi minh city good residential complex,good residential complex,residential complex,good,Amenity,Positive,0.9946
440,385,the owner was very attentive,the owner was very attentive,owner,very attentive,Service,Positive,0.9927
441,386,the view from the window is amazing especially at night,the view from the window is amazing,view,amazing,Experience,Positive,0.9906
442,386,the view from the window is amazing especially at night,especially at night,view,especially at night,Experience,Positive,0.6112
443,387,it s a bit far from the center but on the one hand walking is also useful especially after a long flight and then we bought a sim downloaded the grab app and we had no problems getting there at all,it s a bit far from the center,,far,Amenity,Negative,0.8981
444,387,it s a bit far from the center but on the one hand walking is also useful especially after a long flight and then we bought a sim downloaded the grab app and we had no problems getting there at all,but on the one hand walking is also useful especially after a long flight,walking,useful,Amenity,Positive,0.3953
445,387,it s a bit far from the center but on the one hand walking is also useful especially after a long flight and then we bought a sim downloaded the grab app and we had no problems getting there at all,and then we bought a sim downloaded the grab app,app,,Amenity,Neutral,0.973
446,387,it s a bit far from the center but on the one hand walking is also useful especially after a long flight and then we bought a sim downloaded the grab app and we had no problems getting there at all,and we had no problems getting there at all,,no problems,Experience,Positive,0.9057
447,390,i enjoyed my stay in dunne s clean beautiful apartment complete with kitchen utensils cleanliness quiet and a beautiful swimming pool,i enjoyed my stay in dunne s clean beautiful apartment,stay,enjoyed,Experience,Positive,0.9975
448,390,i enjoyed my stay in dunne s clean beautiful apartment complete with kitchen utensils cleanliness quiet and a beautiful swimming pool,dunne s clean beautiful apartment complete with kitchen utensils,apartment,"clean, beautiful",Branding,Positive,0.9978
449,390,i enjoyed my stay in dunne s clean beautiful apartment complete with kitchen utensils cleanliness quiet and a beautiful swimming pool,cleanliness,cleanliness,,Facility,Positive,0.9509
450,390,i enjoyed my stay in dunne s clean beautiful apartment complete with kitchen utensils cleanliness quiet and a beautiful swimming pool,quiet,,quiet,Experience,Positive,0.9824
451,390,i enjoyed my stay in dunne s clean beautiful apartment complete with kitchen utensils cleanliness quiet and a beautiful swimming pool,a beautiful swimming pool,swimming pool,beautiful,Facility,Positive,0.991
452,391,it s a really great site,it s a really great site,site,great,Branding,Positive,0.9976
453,392,it was nothing,it was nothing,,nothing,Branding,Neutral,0.6409
454,393,impeccable value for money,impeccable value for money,,impeccable value for money,Amenity,Positive,0.9886
455,394,it s a spacious well located apartment,it s a spacious well located apartment,apartment,"spacious, well located",Branding,Positive,0.9979
456,396,very good,very good,,very good,Experience,Positive,0.9977
457,397,the host was friendly and thoughtful,the host was friendly,host,friendly,Service,Positive,0.99
458,397,the host was friendly and thoughtful,the host was thoughtful,host,thoughtful,Service,Positive,0.9788
459,398,very good,very good,,very good,Experience,Positive,0.9977
460,399,it was perfect diny gave me a great welcome and recommended me restaurants and places to visit,it was perfect,,perfect,Branding,Positive,0.9967
461,399,it was perfect diny gave me a great welcome and recommended me restaurants and places to visit,diny gave me a great welcome,,great welcome,Service,Positive,0.9518
462,399,it was perfect diny gave me a great welcome and recommended me restaurants and places to visit,recommended me restaurants and places to visit,restaurant,recommended,Loyalty,Positive,0.725
463,400,the room is huge and the pool on the roof has an incredible view,the room is huge,room,huge,Facility,Positive,0.9954
464,400,the room is huge and the pool on the roof has an incredible view,the pool on the roof has an incredible view,pool,incredible view,Facility,Positive,0.9563
465,401,i advise you,i advise you,,advise,Loyalty,Positive,0.989
